agency_id,stop_id,agency_stop_id
275,740000786,41605
275,740066477,41607
275,740066478,41609
275,740025722,41611
275,740066479,41613
275,740066480,41631
275,740066481,41633
275,740066482,41635
275,740066483,41637
275,740066484,41639
275,740066485,41641
275,740066486,41643
275,740066487,41646
275,740045672,41647
275,740024604,41650
275,740066488,41661
275,740066489,41663
275,740066490,41665
275,740066491,41667
275,740066492,41669
275,740024603,41672
275,740066493,41673
275,740066494,41677
275,740066495,41680
275,740066496,41681
275,740018270,41684
275,740066497,41685
275,740066498,41701
275,740066499,41703
275,740066500,41707
275,740066501,41709
275,740066502,41711
275,740066503,41713
275,740020671,57313
275,740010537,57318
275,740067387,57320
275,740067388,57322
275,740067389,57324
275,740010538,57329
275,740010547,57331
275,740067391,57332
275,740014663,57340
275,740065795,15607
275,740065796,15609
275,740065797,15611
275,740065798,15613
275,740065799,15615
275,740065800,15617
275,740065801,15619
275,740065802,15621
275,740065803,15623
275,740065804,15625
275,740001247,15627
275,740065805,15634
275,740065806,15635
275,740066673,50520
275,740000718,50522
275,740066674,50524
275,740066675,50525
275,740066676,50526
275,740066677,50527
275,740045638,50532
275,740045633,50534
275,740066678,50536
275,740045640,50538
275,740066679,50540
275,740066680,50542
275,740066681,50544
275,740000623,50546
275,740066682,50548
275,740066683,50550
275,740066684,50552
275,740066685,50554
275,740066686,50556
275,740066687,50558
275,740066688,50560
275,740066689,50563
275,740066690,50565
275,740066691,50567
275,740000701,50569
275,740011193,50571
275,740045485,50573
275,740066692,50575
275,740066693,50577
275,740012883,50579
275,740066694,50585
275,740066695,50597
275,740066696,50598
275,740066697,50600
275,740066698,50602
275,740066699,50642
275,740066700,50644
275,740066701,50646
275,740066702,50649
275,740066703,50664
275,740066704,50666
275,740066705,50668
275,740066706,50670
275,740066707,50672
275,740066708,50674
275,740066709,50678
275,740066710,50680
275,740066711,50682
275,740066712,50684
275,740066713,50686
275,740066714,50688
275,740066715,50690
275,740066716,50692
275,740066717,50694
275,740066718,50696
275,740066719,50698
275,740066720,50701
275,740066721,50711
275,740023852,50741
275,740066722,50772
275,740066723,50774
275,740066724,50776
275,740067392,57342
275,740010546,57405
275,740067395,57409
275,740010540,57410
275,740007177,57433
275,740045521,57439
275,740067399,57441
275,740067400,57443
275,740067401,57445
275,740067402,57447
275,740067403,57449
275,740051386,57450
275,740052916,57458
275,740014425,57460
275,740014427,57462
275,740045865,57464
275,740067404,57468
275,740067406,57494
275,740067407,57497
275,740012832,57504
275,740067410,57507
275,740067414,57515
275,740067415,57519
275,740067416,57521
275,740067417,57523
275,740067418,57525
275,740067419,57527
275,740067420,57529
275,740067421,57531
275,740067424,57539
275,740008467,57543
275,740010862,57818
275,740010519,57820
275,740067427,57945
275,740067428,57947
275,740067429,57960
275,740010903,57962
275,740067431,57970
275,740010520,57972
275,740011139,57986
275,740067435,57988
275,740067436,57990
275,740067437,57992
275,740010875,57994
275,740010879,57996
275,740034523,436
275,740067494,60303
275,740067497,60309
275,740067498,60311
275,740067499,60313
275,740020867,60314
275,740067500,60403
275,740067501,60405
275,740067502,60407
275,740067503,60409
275,740067504,60411
275,740067505,60413
275,740067506,60415
275,740067507,60417
275,740045614,60419
275,740067508,60421
275,740045612,60423
275,740067509,60425
275,740067510,60501
275,740067511,60503
275,740067512,60505
275,740021643,60601
275,740067514,60603
275,740067515,60605
275,740067516,60607
275,740067517,60609
275,740067518,60611
275,740045602,60613
275,740067519,60616
275,740067520,60617
275,740067521,60619
275,740067522,60621
275,740067523,60623
275,740067524,60625
275,740067526,60631
275,740067527,60633
275,740067528,60635
275,740067529,60637
275,740067530,60639
275,740067531,60641
275,740067532,60643
275,740067533,60645
275,740067534,60651
275,740067535,60701
275,740067536,60703
275,740067537,60705
275,740067538,60707
275,740067539,60709
275,740067540,60711
275,740025718,60713
275,740067541,60715
275,740067542,60717
275,740067543,60719
275,740067544,60721
275,740067545,60723
275,740067546,60731
275,740045605,61001
275,740067547,61003
275,740045606,61005
275,740045630,61050
275,740067549,61152
275,740067550,61154
275,740067551,61156
275,740067552,61158
275,740067554,61205
275,740045592,61210
275,740066725,50778
275,740066726,50780
275,740066727,50781
275,740066728,50782
275,740066729,50786
275,740066733,50798
275,740001179,50800
275,740066734,50813
275,740066735,50814
275,740066736,50815
275,740066737,50816
275,740067613,61915
275,740067614,61917
275,740067615,61919
275,740001052,61921
275,740067616,61923
275,740067617,61925
275,740045611,61927
275,740067618,61929
275,740067619,61931
275,740067620,61933
275,740067621,61935
275,740067622,61937
275,740045604,61939
275,740067623,61941
275,740067624,61943
275,740067625,61951
275,740067626,62001
275,740067627,62003
275,740067628,62005
275,740067629,62007
275,740067630,62009
275,740067631,62011
275,740067632,62013
275,740067633,62015
275,740067634,62017
275,740038159,62019
275,740010254,62021
275,740045658,62023
275,740067635,62025
275,740067636,62027
275,740001325,62029
275,740067637,62031
275,740067638,62033
275,740067639,62035
275,740067640,62037
275,740067641,62039
275,740067642,62041
275,740067643,62043
275,740045749,62045
275,740067644,62047
275,740011230,62049
275,740045725,62051
275,740045726,62053
275,740067645,62055
275,740067646,62057
275,740067647,62059
275,740067648,62061
275,740067649,62063
275,740067650,62065
275,740067651,62067
275,740067652,62069
275,740067653,62071
275,740067654,62073
275,740067655,62075
275,740045768,62077
275,740045764,62079
275,740045766,62081
275,740045767,62083
275,740067656,62085
275,740045769,62087
275,740067657,62089
275,740067658,62091
275,740067659,62095
275,740067660,62097
275,740065539,13517
275,740065540,13519
275,740065541,13521
275,740021693,13549
275,740065542,13551
275,740045487,13553
275,740065543,13555
275,740065544,13559
275,740021700,1841
275,740021699,1851
275,740021698,1861
275,740021697,1871
275,740021696,1881
275,740021695,1911
275,740021694,1921
275,740021693,1931
275,740021692,1941
275,740021691,1951
275,740021651,2101
275,740021650,2111
275,740021649,2121
275,740020757,2131
275,740021647,2211
275,740011606,2221
275,740021645,2231
275,740021644,2241
275,740010232,2251
275,740000716,2301
275,740021656,2511
275,740021657,2521
275,740021658,2531
275,740004046,2601
275,740021720,2611
275,740021721,2621
275,740021722,2631
275,740021723,2641
275,740021724,2651
275,740021725,2701
275,740021726,2711
275,740021727,2721
275,740021728,2731
275,740021729,2741
275,740021730,2751
275,740021731,2761
275,740021732,2771
275,740021733,2781
275,740021715,2811
275,740021716,2821
275,740021717,2831
275,740021718,2841
275,740021719,2851
275,740021659,3031
275,740021660,3131
275,740021662,3161
275,740021669,3201
275,740021642,3211
275,740021668,3221
275,740021675,3231
275,740012883,3251
275,740021676,3261
275,740021670,3411
275,740021671,3421
275,740021672,3431
275,740021673,3441
275,740021674,3451
275,740021679,3461
